Epoch,Training Loss,Validation Loss,Aux train loss,Aux val loss,Train MAE,Validation MAE,Best Epoch
1,9.067319869995117,3.849745035171509,5.780711650848389,2.462193012237549,60.702360617655096,45.50138814638414,Yes
2,8.409714698791504,3.7381014823913574,5.08778715133667,2.251420497894287,38.590338036348726,38.01245686722395,Yes
3,9.056014060974121,3.6723792552948,5.463050842285156,2.2025246620178223,40.85573244055753,31.899105754276828,Yes
4,8.016427993774414,3.633025884628296,4.809398174285889,2.18912935256958,34.98183417600437,25.4940798746112,Yes
5,7.7193145751953125,3.6502203941345215,4.61841344833374,2.218853235244751,36.73790226154687,47.18055319304044,No
6,7.844154357910156,3.473635196685791,4.710838794708252,2.103757381439209,31.65670265099754,27.855866665046655,No
7,7.34439754486084,3.5100862979888916,4.449884414672852,2.1217381954193115,30.482636990981142,37.91549013413686,No
8,7.045557022094727,3.3019444942474365,4.265648365020752,1.996353030204773,29.96577787646898,24.35429930501555,Yes
9,6.936398029327393,3.402052402496338,4.177934646606445,2.0078930854797363,29.31429779311287,30.970280909797822,No
10,6.788095474243164,3.3124053478240967,4.085945129394531,1.9787838459014893,27.64592229775895,36.564392374611195,No
11,6.3682122230529785,3.2148969173431396,3.8454530239105225,1.9259438514709473,27.585598011751845,19.060656225699844,Yes
12,6.2338080406188965,3.1891770362854004,3.7721378803253174,1.9342018365859985,25.793552712489753,31.14938520606532,No
13,6.257664203643799,3.127594470977783,3.804279088973999,1.8938230276107788,23.877088172998086,21.795281821053656,No
14,6.508030891418457,3.153928279876709,3.9290506839752197,1.919481635093689,28.760124863350644,26.176668205676517,No
15,6.050166130065918,3.186095714569092,3.6650609970092773,1.8947322368621826,24.21691377425526,39.91652592826594,No
16,6.295751094818115,3.2003417015075684,3.8166208267211914,1.93440842628479,25.794095039628314,25.17381597492224,No
17,5.811403274536133,3.070613145828247,3.5354185104370117,1.8565185070037842,22.645414132959825,25.90623784992224,No
18,5.706708908081055,3.0590295791625977,3.4745936393737793,1.8404793739318848,22.88885496378792,21.152735590007776,No
19,5.970184803009033,3.051701545715332,3.613738536834717,1.8210296630859375,24.620052866220277,33.11475140940902,No
20,6.131562232971191,3.0533268451690674,3.715665817260742,1.833855390548706,23.357357286827003,33.050690124416796,No
21,5.8787736892700195,2.9487738609313965,3.5685408115386963,1.788112998008728,20.960000170811696,26.789745941874028,No
22,5.453866958618164,2.9609429836273193,3.3094611167907715,1.8030917644500732,21.67977504099481,22.933930914657854,No
23,5.164348125457764,2.973036289215088,3.1332833766937256,1.8032761812210083,21.669024579803224,25.802142058709176,No
24,5.402939796447754,2.920562744140625,3.2866249084472656,1.7757151126861572,20.088219971303634,21.921549985419908,No
25,5.692843437194824,2.954270839691162,3.467055320739746,1.790680170059204,22.439376793522822,21.188191035672627,No
26,5.707579612731934,2.832022190093994,3.490506649017334,1.7394932508468628,22.452879458185297,18.819425544323483,Yes
27,5.787532806396484,2.9138946533203125,3.513185501098633,1.7621264457702637,19.779827992620934,21.372636809875583,No
28,5.336761474609375,2.913205862045288,3.2401185035705566,1.7735435962677002,20.167843843946432,29.698170805793158,No
29,5.669252395629883,2.8821346759796143,3.4347095489501953,1.7355947494506836,24.144126639792294,29.5639762344479,No
30,5.694672584533691,2.8733229637145996,3.47956919670105,1.7409565448760986,20.286985002732987,23.569120273619752,No
31,5.10892915725708,2.9063496589660645,3.1147708892822266,1.7714821100234985,18.351741852282043,22.975253329121305,No
32,4.883101940155029,2.9356820583343506,2.949674367904663,1.7861442565917969,18.748676209346815,30.531957742029547,No
33,4.86430549621582,2.9002532958984375,2.9609909057617188,1.7631248235702515,17.936942726837934,25.185914414852256,No
34,5.408199310302734,2.841886043548584,3.2665579319000244,1.7214380502700806,19.794951233260452,34.83321588258165,No
35,5.974609375,2.8538317680358887,3.605313777923584,1.7423057556152344,22.129240400382617,27.48315695470451,No
36,5.744595527648926,2.85664439201355,3.4975972175598145,1.7281570434570312,22.082429454769063,19.064538175544325,No
37,5.765818119049072,2.894002676010132,3.5007832050323486,1.7774995565414429,20.539051824268928,20.776951909992224,No
38,5.7095561027526855,2.7894887924194336,3.4511122703552246,1.6736966371536255,22.90739016807871,18.1157720159409,Yes
39,5.214973449707031,2.790905714035034,3.1562721729278564,1.690814733505249,16.98644929454769,20.073611246111977,No
40,5.383153438568115,2.8098602294921875,3.2494194507598877,1.669905662536621,18.868235856791472,31.143884258359254,No
41,5.194781303405762,2.8448991775512695,3.1402101516723633,1.7170581817626953,17.99619730459142,24.469158546364696,No
42,5.547829627990723,2.801661491394043,3.362335443496704,1.6873953342437744,18.363715752254713,19.994778504082426,No
43,5.044821739196777,2.855837345123291,3.0619876384735107,1.7306632995605469,17.249632754851053,23.522620407270608,No
44,5.137111186981201,2.828418254852295,3.1193692684173584,1.7068276405334473,16.659249880431812,21.958300933125972,No
45,4.613991737365723,2.787767171859741,2.7955708503723145,1.6943769454956055,17.463006456682155,21.092436272842146,No
46,4.899331569671631,2.755560874938965,2.9503464698791504,1.6654558181762695,16.67149601154687,28.248438715007776,No
47,4.453712463378906,2.7783966064453125,2.686445951461792,1.6730295419692993,16.829431709483465,25.568222686625194,No
48,5.373408317565918,2.805121421813965,3.2507245540618896,1.6870527267456055,18.841687448756492,29.513140309097977,No
49,4.893950939178467,2.762458324432373,2.9529972076416016,1.6607961654663086,16.595880875922383,17.697209430890357,Yes
50,5.152878284454346,2.783057928085327,3.124319076538086,1.676369309425354,18.92592110207707,18.368703222200622,No
51,5.005542755126953,2.7538633346557617,3.04416561126709,1.6828795671463013,17.937813866493578,20.7670404840591,No
52,5.394726276397705,2.7323195934295654,3.29911470413208,1.6466195583343506,17.6819646334381,23.28493451108087,No
53,4.665163993835449,2.900594711303711,2.835322856903076,1.7387666702270508,16.527828428190762,23.331848998833593,No
54,4.994637966156006,2.7772233486175537,3.032681703567505,1.6753982305526733,15.986702309374145,24.481270655132192,No
55,5.086427211761475,2.802785873413086,3.0780272483825684,1.6753437519073486,17.41168821740913,23.90942117029549,No
56,5.169018745422363,2.752650737762451,3.136603355407715,1.6683263778686523,15.677360190625855,30.613129374027995,No
57,4.838438987731934,2.704746723175049,2.9368326663970947,1.6383726596832275,15.565712327480187,20.798449953829703,No
58,5.105182647705078,2.7424397468566895,3.0964627265930176,1.6725454330444336,16.44053724549057,23.99828076399689,No
59,5.0972490310668945,2.728912830352783,3.060945510864258,1.6406525373458862,20.923258574747198,22.246711885206064,No
60,4.855030536651611,2.789364814758301,2.9365618228912354,1.6702996492385864,17.682785597157693,28.179614599533437,No
61,4.908627986907959,2.731727361679077,2.9753124713897705,1.6328864097595215,17.28087101154687,21.806511530423794,No
62,4.334664821624756,2.660903215408325,2.624692916870117,1.6148388385772705,14.558368492074337,18.1498453902605,No
63,4.575476169586182,2.733670949935913,2.7633275985717773,1.640161395072937,15.311485805547964,18.424526754471227,No
64,4.815920829772949,2.7055699825286865,2.906785488128662,1.659205436706543,15.293859105971578,18.146911146481337,No
65,4.957372665405273,2.7471837997436523,2.9991443157196045,1.6664707660675049,15.474765774460234,18.8969840469479,No
66,4.939683437347412,2.6542773246765137,2.980220317840576,1.6171185970306396,16.988192641432086,15.499837492709954,Yes
67,4.548681735992432,2.7454254627227783,2.7440738677978516,1.6752409934997559,16.10525843809784,18.103126822511665,No
68,4.939033508300781,2.650057554244995,2.9993937015533447,1.6036897897720337,15.89420243748292,22.438098391329703,No
69,5.118000030517578,2.6816816329956055,3.0976879596710205,1.6425120830535889,16.276910315318393,18.739856203829703,No
70,4.465248107910156,2.6726410388946533,2.7106425762176514,1.6272234916687012,15.996689455793932,17.430500036450233,No
71,5.0288777351379395,2.659703254699707,3.0378129482269287,1.6066954135894775,15.010831596747746,16.073034117418352,No
72,4.992234706878662,2.681086540222168,3.025247097015381,1.6151149272918701,14.674983772888767,16.763489623833593,No
73,4.777251243591309,2.7757151126861572,2.8880836963653564,1.6816970109939575,15.400505389109046,24.6323356094479,No
74,4.582208633422852,2.7138302326202393,2.7672038078308105,1.6247401237487793,15.027163330144848,18.43653406881804,No
75,4.9378132820129395,2.6200287342071533,2.991132974624634,1.5800535678863525,15.166749581511342,16.68995127818818,No
76,4.900327205657959,2.7712278366088867,2.981987953186035,1.6524271965026855,16.107013528286416,18.79689474387636,No
77,4.734331130981445,2.647515296936035,2.876192092895508,1.5918821096420288,13.751432683110139,17.990623177488335,No
78,4.4928436279296875,2.664414882659912,2.721604585647583,1.6063592433929443,14.31452945647718,22.42921364696734,No
79,4.797039985656738,2.6713874340057373,2.902491569519043,1.6256922483444214,16.021244704837386,16.846085852449455,No
80,4.950434684753418,2.7169923782348633,2.969121217727661,1.6287709474563599,18.555289611232578,20.022586994556764,No
81,4.576668739318848,2.7123641967773438,2.756063461303711,1.6355466842651367,14.564451523640338,17.963455603615863,No
82,4.419449806213379,2.783541440963745,2.6776680946350098,1.6794847249984741,14.815200959961738,21.394385449066874,No
83,4.8916730880737305,2.694040298461914,2.9613685607910156,1.607443928718567,14.55297938302815,17.587222370723172,No
84,4.818018913269043,2.715237855911255,2.9138967990875244,1.6134555339813232,14.889338574405576,29.06696819109642,No
85,4.683132648468018,2.7227377891540527,2.83542537689209,1.6363824605941772,14.460132549877015,26.050860225505442,No
86,4.695313930511475,2.780198097229004,2.858959913253784,1.6590359210968018,16.226939353306914,23.837504860031103,No
87,4.73631477355957,2.710275173187256,2.8658125400543213,1.6216074228286743,14.173668522820442,17.233758383553656,No
88,4.649506568908691,2.6369400024414062,2.8223211765289307,1.5787104368209839,13.07750367245149,16.632478372861588,No
89,4.921359062194824,2.642152786254883,2.9818131923675537,1.5975688695907593,14.485940062175457,26.30439893565319,No
90,4.592093467712402,2.6902902126312256,2.7819271087646484,1.628913164138794,14.644293181197048,19.696011129471227,No
91,4.454610824584961,2.6374623775482178,2.692133903503418,1.5703984498977661,13.836970910767969,19.241850335342146,No
92,4.401047706604004,2.6439316272735596,2.65341854095459,1.588046908378601,13.712227128313748,22.31468397647745,No
93,4.602319717407227,2.7316060066223145,2.797433614730835,1.6210405826568604,12.917443504031157,18.812554675349922,No
94,4.587689399719238,2.6854088306427,2.773815631866455,1.6143218278884888,14.00535921699918,29.07940075816485,No
95,4.408353805541992,2.662619113922119,2.669083595275879,1.591647982597351,14.718433998360208,21.220724387636082,No
96,4.409242153167725,2.6668903827667236,2.65836763381958,1.6030546426773071,15.106400741322766,16.691474594187405,No
97,4.717445373535156,2.6776225566864014,2.8502933979034424,1.594750165939331,14.299158538876743,18.694434656881803,No
98,4.274299621582031,2.6003434658050537,2.587791681289673,1.5533559322357178,12.678679710986609,15.773864271481337,No
99,4.887284278869629,2.630627155303955,2.959890127182007,1.5878384113311768,14.185149204017492,15.887080214813375,No
100,4.529970169067383,2.726205825805664,2.754493474960327,1.6386899948120117,14.415096978341078,21.36641293254277,No
101,4.566435813903809,2.6033434867858887,2.760436534881592,1.5582726001739502,14.62696753723695,18.455222407173405,No
102,4.8503642082214355,2.5971908569335938,2.9277234077453613,1.5440787076950073,14.54603588753758,16.9858360468507,No
103,4.750497341156006,2.755526542663574,2.876436710357666,1.6610485315322876,15.562201079529926,19.862699565027217,No
104,4.551793098449707,2.6134796142578125,2.761625051498413,1.564185619354248,14.009268669718502,20.321497132581648,No
105,4.223353385925293,2.66070556640625,2.555328369140625,1.6045650243759155,13.656206229502596,20.282369325913685,No
106,4.189725399017334,2.6427388191223145,2.5333104133605957,1.575556755065918,12.419939489956272,20.744331988724728,No
107,4.175868511199951,2.559007406234741,2.530561685562134,1.5393697023391724,14.08127327309374,15.412554371597977,Yes
108,4.656428337097168,2.710299253463745,2.815896987915039,1.6406490802764893,14.320651988248155,21.067581770023327,No
109,4.705085754394531,2.6270108222961426,2.852463960647583,1.5872747898101807,14.166654567504782,18.425565586119752,No
110,4.539392471313477,2.5757837295532227,2.7344284057617188,1.551666259765625,14.451965615605356,21.94500571053655,No
111,4.538181304931641,2.5407657623291016,2.7414989471435547,1.535649061203003,15.059525741322766,13.79273030472395,Yes
112,4.661993980407715,2.5819053649902344,2.821840763092041,1.5824564695358276,14.606729553839847,20.84721580968118,No
113,4.548480987548828,2.61116099357605,2.7396888732910156,1.5745213031768799,13.266011461464881,17.751382071345258,No
114,4.524895668029785,2.660492420196533,2.743743419647217,1.5977728366851807,13.712960551038535,21.132668217826595,No
115,4.383297443389893,2.576381206512451,2.6525979042053223,1.556572675704956,12.453201865263733,18.624044700136082,No
116,4.142639636993408,2.6475119590759277,2.51427960395813,1.5964220762252808,12.733754740024597,25.325606896384137,No
117,4.447007656097412,2.5447802543640137,2.6849186420440674,1.54701828956604,15.982643396419787,15.626404852741057,No
118,4.400219917297363,2.624652147293091,2.71353816986084,1.5865398645401,13.045052652705657,17.50290234982504,No
119,4.182898044586182,2.6211345195770264,2.5488646030426025,1.5864496231079102,12.444259872916097,17.13817372181182,No
120,4.228644847869873,2.515486717224121,2.5632333755493164,1.5209782123565674,13.317344646761411,16.49875765454899,No
121,4.021185398101807,2.5809173583984375,2.4426989555358887,1.5442595481872559,12.155532590871823,18.767011627624417,No
122,4.320314407348633,2.488293170928955,2.6095728874206543,1.4962130784988403,12.071809237496584,15.707629641329705,No
123,4.782370567321777,2.490720272064209,2.886702537536621,1.495086908340454,14.654947560808964,14.585782586508554,No
124,4.1238484382629395,2.5529561042785645,2.494828224182129,1.5256555080413818,13.592551115400383,16.756758480754275,No
125,4.356385231018066,2.5396480560302734,2.6283740997314453,1.5300456285476685,13.261756115058759,18.41968494848367,No
126,5.016729354858398,2.494490623474121,3.0416817665100098,1.5030268430709839,13.746041438917738,16.787473877332815,No
127,4.655219078063965,2.607591152191162,2.826432228088379,1.5573723316192627,12.934914337933861,28.270433393273716,No
128,4.270450115203857,2.6329505443573,2.591195821762085,1.575932502746582,13.189575362120799,16.330682591368586,No
129,4.133715629577637,2.574636936187744,2.4980154037475586,1.5622771978378296,12.964176516807871,15.862350250291602,No
130,4.34810209274292,2.499910831451416,2.620997905731201,1.5004432201385498,13.127266457707023,20.78640618924961,No
131,4.427548408508301,2.6200032234191895,2.6810152530670166,1.5670230388641357,13.300207963241323,15.73193890940902,No
132,4.160168647766113,2.662881374359131,2.5151400566101074,1.6067512035369873,13.891803600710576,18.752015394148522,No
133,4.174726963043213,2.5655517578125,2.5266594886779785,1.530527114868164,12.471080512093469,19.31326241737947,No
134,4.383652687072754,2.5844948291778564,2.650212049484253,1.5425329208374023,12.837001870388084,17.40114392982115,No
135,4.35360050201416,2.5800726413726807,2.6351137161254883,1.5582621097564697,12.655992714881116,18.05908279062986,No
136,4.013114929199219,2.5560622215270996,2.4307334423065186,1.5493956804275513,12.374393618474993,13.802412397939348,No
137,4.523608684539795,2.5451061725616455,2.7509267330169678,1.5342631340026855,12.406014066343262,20.846880163783048,No
138,3.901650905609131,2.5416688919067383,2.3614914417266846,1.516180396080017,12.652834833629408,15.434070640552099,No
139,4.76949405670166,2.6607980728149414,2.8737423419952393,1.5651614665985107,13.191010180377152,20.54273486100311,No
140,4.339231967926025,2.499680757522583,2.6238882541656494,1.502571702003479,12.578732449098114,13.797514397842146,No
141,4.249083042144775,2.5371787548065186,2.5632548332214355,1.5191419124603271,13.670485019814157,23.16623888267885,No
142,4.247866153717041,2.633988380432129,2.5644736289978027,1.5761494636535645,13.257391876195681,24.25929784700622,No
143,4.182867527008057,2.558133125305176,2.5308408737182617,1.530824065208435,12.32514540345723,14.59497260157465,No
144,4.066329479217529,2.5995004177093506,2.454094886779785,1.5589079856872559,12.004485942197322,22.437691363724728,No
145,4.038747787475586,2.533782958984375,2.4367380142211914,1.5183727741241455,12.007177294001092,16.859888340785382,No
146,4.496076583862305,2.594261646270752,2.780167818069458,1.6515491008758545,12.597988265236403,13.636100614793934,Yes
