Epoch,Training Loss,Validation Loss,Validation MAE,Best Epoch
8,1.0613758253014607,0.3035493711145913,56.56633334953344,Yes
9,0.9555163839588995,0.3009284182292659,86.34882873250389,No
10,1.1249651038128397,0.2990987591627168,93.6743657659409,No
1,328829.35652173916,48.196065763147864,6799.534214618973,Yes
2,18080.077173913043,19.987541384813262,797.3686819595646,Yes
1,328152.0,49.17654046779725,6800.42534992224,Yes
1,329157.6695652174,49.65711044683689,7228.531104199067,Yes
2,18123.595652173914,19.229042611471037,923.2216174183515,Yes
3,7311.088043478261,4.769540181974086,530.56716562986,Yes
4,1693.896195652174,0.508049429916754,67.77697924766719,Yes
1,248.62810801630434,41.051650628810975,5913.743779160187,Yes
1,1238.7100543478261,177.3588271722561,3866.831259720062,Yes
2,73.22248641304348,94.18479658917683,1269.7783825816484,Yes
3,27.367106827445653,22.90112453553735,579.9463938569207,Yes
1,0.0007853681729972342,3.2598806927392325e-05,443.8718791835521,82.33993526713844,Yes
2,4.134039496104537e-05,1.301601817364671e-05,31.0564905142126,47.512454043280094,Yes
3,2.171826080998669e-05,8.896603986147789e-06,22.11434469460203,33.69376942825911,Yes
4,1.8035542606135688e-05,7.217024104403852e-06,17.084690791461338,22.332173888827928,Yes
5,2.8970064380226413e-05,6.6664145340216305e-06,19.53768668183866,29.93834527284139,No
6,1.840648937420907e-05,6.5284450085261886e-06,15.846578059544424,41.34130707499028,No
7,2.3541231269558446e-05,6.012510554472367e-06,20.0079206334792,16.34425953202077,Yes
8,1.6674119377097193e-05,5.97087302882822e-06,15.439513926624633,22.57989074208688,No
9,1.6811274556106503e-05,5.931013251994023e-06,12.928318312468507,22.2500839292725,No
10,1.7439457862723352e-05,5.931761212950067e-06,13.231784075132058,23.140291305945414,No
11,1.842290163316964e-05,5.5796508819440065e-06,20.178557248674608,13.262269460580212,Yes
12,1.4877065480148937e-05,5.486209238231423e-06,19.64601634427738,19.693013946153513,No
13,1.9617369529758276e-05,5.377530658556569e-06,20.53564137440296,11.933664016367674,Yes
14,1.549099937837246e-05,5.355310064238083e-06,26.128456438913734,12.997406717777993,No
