Epoch,Training Loss,Validation Loss,Aux train loss,Aux val loss,Train MAE,Validation MAE,Best Epoch
1,16.267070770263672,6.32645320892334,9.756905555725098,3.8031115531921387,55.265876947253346,30.061500656104197,Yes
